0.000000,0.000000
0.001000,-0.000001
0.021000,-0.000023
0.041200,-0.000045
0.061600,-0.000067
0.082000,-0.000089
0.102200,-0.000111
0.123000,-0.000133
0.144800,-0.000156
0.164800,-0.000178
0.184800,-0.000199
0.204800,-0.000220
0.224800,-0.000242
0.244800,-0.000263
0.264800,-0.000284
0.284800,-0.000305
0.304800,-0.000326
0.324800,-0.000347
0.344800,-0.000368
0.364800,-0.000389
0.385200,-0.000410
0.405200,-0.000431
0.425200,-0.000452
0.445200,-0.000473
0.465200,-0.000493
0.485200,-0.000514
0.505200,-0.000534
0.525200,-0.000555
0.545200,-0.000575
0.565200,-0.000596
0.585200,-0.000616
0.605200,-0.000637
0.625200,-0.000657
0.645200,-0.000677
0.665200,-0.000697
0.685200,-0.000718
0.705200,-0.000738
0.725200,-0.000758
0.745200,-0.000778
0.765200,-0.000798
0.785200,-0.000818
0.805200,-0.000838
0.827000,-0.000859
0.847200,-0.000879
0.867800,-0.000900
0.889200,-0.000921
0.909200,-0.000940
0.930000,-0.000961
0.950399,-0.000981
0.973999,-0.001004
0.993999,-0.001023
1.014399,-0.001043
1.034399,-0.001062
1.056199,-0.001083
1.076199,-0.001102
1.096199,-0.001122
1.116199,-0.001141
1.137399,-0.001161
1.158599,-0.001181
1.178799,-0.001200
1.198799,-0.001219
1.220399,-0.001240
1.241799,-0.001260
1.262799,-0.001280
1.282799,-0.001298
1.302799,-0.001317
1.322799,-0.001336
1.342799,-0.001354
1.363199,-0.001373
1.383399,-0.001392
1.404199,-0.001411
1.429199,-0.001434
1.449999,-0.001453
1.475399,-0.001476
1.495399,-0.001494
1.515399,-0.001512
1.535399,-0.001530
1.555399,-0.001548
1.575399,-0.001566
1.595399,-0.001584
1.615399,-0.001602
1.635399,-0.001620
1.655399,-0.001638
1.675399,-0.001656
1.695999,-0.001674
1.716199,-0.001692
1.736599,-0.001709
1.759399,-0.001729
1.779399,-0.001747
1.800199,-0.001765
1.823999,-0.001786
1.843999,-0.001803
1.863999,-0.001820
1.883999,-0.001837
1.903999,-0.001855
1.923999,-0.001872
1.943999,-0.001889
1.963999,-0.001906
1.983999,-0.001923
2.003999,-0.001940
2.023999,-0.001956
2.043999,-0.001973
2.063999,-0.001990
2.083999,-0.002007
2.103999,-0.002023
2.123999,-0.002040
2.144199,-0.002057
2.166799,-0.002075
2.186799,-0.002092
2.206799,-0.002108
2.226799,-0.002125
2.246799,-0.002141
2.266799,-0.002157
2.286799,-0.002174
2.306799,-0.002190
2.326799,-0.002206
2.346799,-0.002222
2.366799,-0.002238
2.386799,-0.002254
2.406799,-0.002270
2.428399,-0.002287
2.448599,-0.002303
2.468599,-0.002319
2.488599,-0.002335
2.512599,-0.002354
2.532599,-0.002369
2.552599,-0.002385
2.572599,-0.002401
2.592599,-0.002416
2.612599,-0.002432
2.632599,-0.002447
2.652999,-0.002463
2.673799,-0.002479
2.693799,-0.002494
2.713799,-0.002509
2.733999,-0.002525
2.754799,-0.002540
2.774799,-0.002555
2.797199,-0.002572
2.817199,-0.002587
2.841599,-0.002605
2.861999,-0.002621
2.882199,-0.002636
2.902199,-0.002650
2.922599,-0.002665
2.942799,-0.002680
2.962799,-0.002695
2.982799,-0.002709
3.002799,-0.002724
3.022799,-0.002738
3.045398,-0.002628
3.066195,-0.002281
3.086187,-0.001719
3.106371,-0.000916
3.126744,0.000132
3.147503,0.001439
3.167646,0.002947
3.187574,0.004651
3.207482,0.006567
3.227369,0.008683
3.247236,0.010985
3.267080,0.013478
3.286899,0.016166
3.307877,0.019224
3.329811,0.022651
3.349540,0.025931
3.369239,0.029387
3.388903,0.033035
3.408536,0.036847
3.428137,0.040825
3.447705,0.044957
3.467239,0.049249
3.486740,0.053689
3.506212,0.058254
3.525654,0.062947
3.545065,0.067764
3.564445,0.072704
3.583798,0.077751
3.603122,0.082906
3.622425,0.088139
3.641905,0.093485
3.663688,0.099507
3.682953,0.104878
3.702206,0.110295
3.721448,0.115750
3.740680,0.121239
3.759902,0.126761
3.779117,0.132308
3.798324,0.137884
3.817520,0.143498
3.836898,0.149204
3.857409,0.155306
3.876755,0.161117
3.895900,0.166905
3.915031,0.172737
3.934155,0.178591
3.953269,0.184478
3.972371,0.190402
3.991841,0.196493
4.011868,0.202809
4.030927,0.208870
4.049978,0.214960
4.069020,0.221075
4.088823,0.227437
4.107864,0.233557
4.126898,0.239697
4.145925,0.245859
4.165331,0.252150
4.184548,0.258376
4.204140,0.264739
4.223159,0.270927
4.242177,0.277117
4.261954,0.283559
4.281160,0.289817
4.300180,0.296001
4.320348,0.302535
4.341471,0.309367
4.363546,0.316502
4.385242,0.323512
4.404277,0.329649
4.423316,0.335773
4.442356,0.341895
4.461403,0.347995
4.480460,0.354066
4.499714,0.360175
4.518978,0.366253
4.538058,0.372249
4.557144,0.378224
4.576242,0.384162
4.595354,0.390056
4.614477,0.395915
4.633800,0.401802
4.653134,0.407654
4.672284,0.413422
4.691452,0.419132
4.710628,0.424812
4.729814,0.430459
4.749016,0.436055
4.768229,0.441608
4.787453,0.447126
4.806690,0.452597
4.825942,0.458017
4.845206,0.463390
4.865062,0.468877
4.884353,0.474154
4.903658,0.479383
4.922975,0.484564
4.942307,0.489690
4.961653,0.494762
4.983338,0.500375
5.003100,0.505439
5.022485,0.510359
5.041884,0.515226
5.061294,0.520049
